"","_id","RSN","YEAR_REGISTERED","YEAR_EVALUATED","YEAR_BUILT","PROPERTY_TYPE","WARD","WARDNAME","SITE_ADDRESS","CONFIRMED_STOREYS","CONFIRMED_UNITS","EVALUATION_COMPLETED_ON","SCORE","RESULTS_OF_SCORE","NO_OF_AREAS_EVALUATED","ENTRANCE_LOBBY","ENTRANCE_DOORS_WINDOWS","SECURITY","STAIRWELLS","LAUNDRY_ROOMS","INTERNAL_GUARDS_HANDRAILS","GARBAGE_CHUTE_ROOMS","GARBAGE_BIN_STORAGE_AREA","ELEVATORS","STORAGE_AREAS_LOCKERS","INTERIOR_WALL_CEILING_FLOOR","INTERIOR_LIGHTING_LEVELS","GRAFFITI","EXTERIOR_CLADDING","EXTERIOR_GROUNDS","EXTERIOR_WALKWAYS","BALCONY_GUARDS","WATER_PEN_EXT_BLDG_ELEMENTS","PARKING_AREA","OTHER_FACILITIES","GRID","LATITUDE","LONGITUDE","X","Y"
"82",1158212,"4155563","2017","2021","1971","TCHC","20","Scarborough Southwest","30 TEESDALE PL","24","278","2021-12-10","62","Evaluation needs to be conducted in 1 year","18","2","3","4","3","3","3","3","4","3","N/A","1","4","2","4","3","3","4","5","2","N/A","E2028","43.6970038322","-79.287792292","321889.538","4839471.448"
"83",1158213,"4155730","2017","2021","2010","PRIVATE","09","Davenport","45 LISGAR ST","14","291","2021-12-10","83","Evaluation needs to be conducted in 2 years","19","4","4","5","4","4","4","4","4","4","N/A","4","4","5","4","4","4","4","4","4","5","S0937","43.6421269068","-79.4227622614","311015.908","4833355.956"
"84",1158214,"4155710","2017","2021","2005","PRIVATE","09","Davenport","55 LISGAR ST","9","116","2021-12-10","80","Evaluation needs to be conducted in 2 years","19","4","4","5","4","4","4","4","4","4","N/A","3","5","5","3","4","4","3","4","4","4","S0937","43.6426365625","-79.4230275047","310994.457","4833412.558"
"85",1158215,"4153648","2017","2021","1989","TCHC","14","Toronto-Danforth","39 HARCOURT AVE","3","15","2021-12-09","86","Evaluation needs to be conducted in 3 years","16","4","4","5","3","4","4","N/A","5","N/A","N/A","4","4","5","4","5","4","4","5","N/A","5","S1429","43.6771456368","-79.3445056015","317322.303","4837255.226"
"86",1158216,"4152957","2017","2021","1960","PRIVATE","04","Parkdale-High Park","35 SPENCER AVE","7","80","2021-12-09","84","Evaluation needs to be conducted in 2 years","16","5","3","5","3","N/A","4","N/A","2","4","N/A","4","4","5","5","4","4","5","5","5","N/A","S0437","43.635361871","-79.429350661","310484.708","4832604.925"
"87",1158217,"4152996","2017","2021","1955","PRIVATE","04","Parkdale-High Park","99 DOWLING AVE","5","111","2021-12-09","84","Evaluation needs to be conducted in 2 years","17","5","5","5","3","5","5","N/A","3","4","N/A","3","3","5","5","4","3","4","5","4","N/A","S0437","43.6357677908","-79.4377979997","309803.351","4832648.561"
"88",1158218,"4155008","2017","2021","1968","PRIVATE","09","Davenport","161 OAKWOOD AVE","19","151","2021-12-09","84","Evaluation needs to be conducted in 2 years","18","4","4","5","5","4","4","4","4","5","N/A","4","4","5","4","4","4","4","4","4","N/A","S0925","43.680342384","-79.435548424","309967.474","4837608.076"
"89",1158219,"4152976","2017","2021","1931","PRIVATE","04","Parkdale-High Park","131 DUNN AVE","3","29","2021-12-09","73","Evaluation needs to be conducted in 2 years","14","3","3","5","2","2","4","N/A","3","N/A","N/A","3","3","5","5","5","4","N/A","4","N/A","N/A","S0437","43.635897529","-79.432069219","310265.309","4832664.263"
"90",1158220,"4155067","2017","2021","1967","PRIVATE","09","Davenport","65 DYNEVOR RD","9","90","2021-12-09","79","Evaluation needs to be conducted in 2 years","19","3","4","5","4","4","4","4","4","4","4","4","4","5","3","4","4","3","4","4","N/A","S0922","43.6915639113","-79.4491372654","308884.626","4838846.609"
"91",1158221,"4155407","2017","2021","1968","PRIVATE","02","Etobicoke Centre","695 MARTIN GROVE RD","12","142","2021-12-09","73","Evaluation needs to be conducted in 2 years","19","3","5","5","3","3","4","4","3","3","2","3","3","4","3","4","5","4","4","4","N/A","W0221","43.682026489","-79.565970029","299462.268","4837680.56"
"92",1158222,"4153013","2017","2021","1973","PRIVATE","04","Parkdale-High Park","146 DOWLING AVE","7","68","2021-12-09","61","Evaluation needs to be conducted in 1 year","15","3","3","5","2","N/A","3","N/A","4","2","N/A","3","3","5","2","3","3","2","3","N/A","N/A","S0436","43.6375473099","-79.4394028974","309673.714","4832846.159"
"93",1158223,"4152973","2017","2021","1959","PRIVATE","04","Parkdale-High Park","60 TYNDALL AVE","9","69","2021-12-09","78","Evaluation needs to be conducted in 2 years","17","4","3","5","3","3","4","N/A","4","4","N/A","3","5","5","4","4","4","4","3","4","N/A","S0437","43.6358852908","-79.4287210164","310535.728","4832662.16"
"94",1158224,"4166944","2017","2021","1967","PRIVATE","14","Toronto-Danforth","70 CAMBRIDGE AVE","21","275","2021-12-09","88","Evaluation needs to be conducted in 3 years","20","5","5","5","4","4","4","3","4","5","4","4","5","5","5","5","4","5","4","4","4","S1424","43.678116007","-79.3607869844","316009.354","4837360.726"
"95",1158225,"4153160","2017","2021","1971","PRIVATE","09","Davenport","919 DUFFERIN ST","15","113","2021-12-09","77","Evaluation needs to be conducted in 2 years","18","4","4","5","3","4","4","3","4","5","N/A","3","4","3","4","4","4","4","4","3","N/A","S0934","43.6575632508","-79.4340091901","310107.154","4835070.126"
"96",1158226,"4153156","2017","2021","1967","SOCIAL HOUSING","09","Davenport","661 DUFFERIN ST","13","112","2021-12-09","72","Evaluation needs to be conducted in 2 years","18","4","3","5","3","3","3","2","4","4","N/A","3","4","5","4","4","4","3","3","N/A","4","S0934","43.6504895389","-79.4313915091","310318.929","4834284.426"
"97",1158227,"4153616","2017","2021","1940","PRIVATE","14","Toronto-Danforth","849 BROADVIEW AVE","4","32","2021-12-09","89","Evaluation needs to be conducted in 3 years","14","4","5","5","4","5","4","N/A","4","N/A","N/A","5","5","5","4","4","4","N/A","4","N/A","N/A","S1424","43.6794139167","-79.35783854","316246.839","4837505.327"
"98",1158228,"4153110","2018","2021","1929","PRIVATE","09","Davenport","927 ST CLAIR AVE W","4","23","2021-12-08","81","Evaluation needs to be conducted in 2 years","14","4","4","5","4","4","4","N/A","4","N/A","N/A","4","4","5","4","4","4","N/A","3","N/A","N/A","S0928","43.6795067205","-79.4348853708","310034.484","4837507.881"
"99",1158229,"4155889","2017","2021","1974","PRIVATE","02","Etobicoke Centre","73 WIDDICOMBE HILL BLVD","17","228","2021-12-08","80","Evaluation needs to be conducted in 2 years","18","4","4","5","3","3","4","5","4","4","N/A","3","5","4","3","4","4","5","3","5","N/A","W0222","43.677126322","-79.556808045","300130.803","4837178.874"
"100",1158230,"4155793","2017","2021","1973","PRIVATE","02","Etobicoke Centre","120 WIDDICOMBE HILL BLVD","17","233","2021-12-08","81","Evaluation needs to be conducted in 2 years","18","3","4","5","4","4","5","4","4","4","N/A","3","5","5","3","4","5","4","3","4","N/A","W0222","43.676467695","-79.559152675","300081.204","4837170.804"
"101",1158231,"4153164","2017","2021","1968","PRIVATE","09","Davenport","323 RUSHOLME RD","20","226","2021-12-08","76","Evaluation needs to be conducted in 2 years","19","4","4","5","4","3","4","4","3","4","4","4","4","5","3","4","4","3","3","3","N/A","S0934","43.658994583","-79.430040338","310404.687","4835239.269"
"102",1158232,"4152972","2017","2021","1962","PRIVATE","04","Parkdale-High Park","90 TYNDALL AVE","18","120","2021-12-08","82","Evaluation needs to be conducted in 2 years","18","4","5","5","3","4","5","3","3","4","N/A","3","5","5","3","5","5","4","4","4","N/A","S0437","43.6361887697","-79.4287694979","310531.789","4832695.871"
"103",1158233,"4152974","2017","2021","1965","PRIVATE","04","Parkdale-High Park","40 TYNDALL AVE","7","65","2021-12-08","79","Evaluation needs to be conducted in 2 years","17","5","3","5","3","4","4","N/A","3","4","N/A","3","4","5","5","5","3","4","4","3","N/A","S0437","43.6356226752","-79.4284981005","310553.738","4832633"
"104",1158234,"4153155","2017","2021","1955","PRIVATE","09","Davenport","14 RUSHOLME DR","4","22","2021-12-08","79","Evaluation needs to be conducted in 2 years","16","4","4","5","3","4","4","N/A","4","N/A","3","4","4","5","4","4","4","N/A","4","3","N/A","S0934","43.6502558347","-79.4286011017","310544.063","4834258.652"
"105",1158235,"4156290","2017","2021","1969","PRIVATE","09","Davenport","357 RUSHOLME RD","16","267","2021-12-08","76","Evaluation needs to be conducted in 2 years","19","4","4","5","4","3","4","4","3","4","4","3","4","5","4","4","4","3","3","3","N/A","S0934","43.6600387742","-79.4305495251","310375.291","4835342.328"
"106",1158236,"4153033","2017","2021","1957","PRIVATE","04","Parkdale-High Park","169 JAMESON AVE","8","72","2021-12-08","78","Evaluation needs to be conducted in 2 years","17","4","5","5","3","4","4","N/A","3","3","N/A","4","5","5","3","4","3","3","4","4","N/A","S0436","43.6382976952","-79.4360542052","309943.839","4832929.71"
"107",1158237,"4153386","2017","2021","1982","TCHC","13","Toronto Centre","171 FRONT ST E","3","61","2021-12-07","73","Evaluation needs to be conducted in 2 years","17","3","4","5","2","4","3","4","4","4","N/A","3","4","2","4","4","4","4","4","N/A","N/A","S1339","43.6499749234","-79.3684698144","315394.78","4834233.377"
"108",1158238,"4153023","2019","2021","1963","PRIVATE","04","Parkdale-High Park","190 JAMESON AVE","11","62","2021-12-07","75","Evaluation needs to be conducted in 2 years","16","4","3","3","3","3","4","N/A","3","4","N/A","3","3","5","5","4","5","3","5","N/A","N/A","S0436","43.6393484586","-79.4372340456","309848.56","4833046.373"
"109",1158239,"4153166","2017","2021","1967","PRIVATE","09","Davenport","730 DOVERCOURT RD","20","356","2021-12-07","79","Evaluation needs to be conducted in 2 years","19","4","4","5","4","4","4","4","3","4","5","3","4","5","4","4","4","3","4","3","N/A","S0934","43.6597215869","-79.429288288","310487.721","4835310.221"
"110",1158240,"4153094","2017","2021","2008","PRIVATE","09","Davenport","767 DOVERCOURT RD","3","19","2021-12-07","76","Evaluation needs to be conducted in 2 years","17","4","4","5","4","3","4","N/A","3","N/A","3","4","4","5","4","4","4","N/A","4","3","3","S0932","43.6618560972","-79.4293177813","310485.14","4835547.351"
"111",1158241,"4154117","2017","2021","1970","PRIVATE","14","Toronto-Danforth","60 GOWAN AVE","21","118","2021-12-07","87","Evaluation needs to be conducted in 3 years","19","5","5","5","4","4","4","4","4","5","4","4","5","5","5","4","4","5","4","3","N/A","S1421","43.6880167433","-79.3522352421","316696.927","4838461.851"
"112",1158242,"4153030","2017","2021","1910","SOCIAL HOUSING","04","Parkdale-High Park","149 JAMESON AVE","5","48","2021-12-07","85","Evaluation needs to be conducted in 2 years","16","4","4","5","4","4","4","N/A","4","5","N/A","4","5","3","5","4","4","4","5","N/A","N/A","S0436","43.6374026152","-79.4357893144","309965.285","4832830.29"
"113",1158243,"4155349","2017","2021","1969","PRIVATE","02","Etobicoke Centre","500 SCARLETT RD","14","129","2021-12-07","85","Evaluation needs to be conducted in 2 years","19","4","4","5","3","4","5","4","5","5","2","3","5","5","4","5","3","5","5","5","N/A","W0230","43.6857584584","-79.5133729757","303706.277","4838200.637"
"114",1158244,"4152981","2017","2021","1967","PRIVATE","04","Parkdale-High Park","91 JAMESON AVE","11","76","2021-12-07","79","Evaluation needs to be conducted in 2 years","17","5","3","5","5","5","4","N/A","4","4","N/A","5","4","5","2","2","3","3","4","4","N/A","S0437","43.6351237062","-79.434885342","310038.415","4832577.18"
"115",1158245,"4152980","2017","2021","1959","PRIVATE","04","Parkdale-High Park","87 JAMESON AVE","9","91","2021-12-07","78","Evaluation needs to be conducted in 2 years","16","3","4","5","3","N/A","5","N/A","4","4","N/A","4","5","5","3","3","3","4","3","4","N/A","S0437","43.6348167577","-79.4347671675","310047.976","4832543.088"
"116",1158246,"4152978","2017","2021","1976","SOCIAL HOUSING","04","Parkdale-High Park","1355 KING ST W","11","136","2021-12-06","82","Evaluation needs to be conducted in 2 years","17","5","5","5","3","5","3","4","4","4","N/A","4","4","5","4","4","3","N/A","4","4","N/A","S0437","43.6375544172","-79.4328522141","310202.251","4832847.329"
"117",1158247,"4155957","2017","2021","1972","TCHC","20","Scarborough Southwest","30 GORDONRIDGE PL","17","231","2021-12-06","72","Evaluation needs to be conducted in 2 years","18","4","3","4","3","3","4","3","4","3","N/A","4","4","3","4","4","3","4","4","4","N/A","E2024","43.726764513","-79.250888477","324750.497","4842822.528"
"118",1158248,"4155573","2017","2021","1972","TCHC","20","Scarborough Southwest","40 GORDONRIDGE PL","18","421","2021-12-06","68","Evaluation needs to be conducted in 2 years","18","3","3","4","3","4","4","3","3","3","N/A","3","4","4","3","3","4","4","3","3","N/A","E2024","43.727612646","-79.251278648","324819.267","4842872.647"
"119",1158249,"4155943","2017","2021","1965","TCHC","20","Scarborough Southwest","3171 EGLINTON AVE E","12","161","2021-12-06","66","Evaluation needs to be conducted in 2 years","18","3","3","3","3","3","4","3","3","3","N/A","3","4","3","4","3","3","4","4","3","N/A","E2027","43.7426229529","-79.22004925","327332.807","4844555.63"
"120",1158250,"4152962","2017","2021","1952","PRIVATE","04","Parkdale-High Park","77 SPENCER AVE","6","56","2021-12-06","81","Evaluation needs to be conducted in 2 years","17","5","4","5","3","4","4","N/A","3","5","N/A","4","5","5","5","4","2","4","4","3","N/A","S0437","43.63712357","-79.429926502","310438.088","4832800.6"
"121",1158251,"4152958","2017","2021","1962","PRIVATE","04","Parkdale-High Park","47 SPENCER AVE","5","56","2021-12-06","80","Evaluation needs to be conducted in 2 years","17","5","4","5","3","N/A","3","N/A","3","5","N/A","4","4","5","4","4","3","4","4","3","5","S0437","43.635752524","-79.429340078","310485.527","4832648.324"
"122",1158252,"4155566","2017","2021","1969","TCHC","20","Scarborough Southwest","675 KENNEDY RD","11","192","2021-12-06","61","Evaluation needs to be conducted in 1 year","18","3","3","3","3","3","4","3","3","4","N/A","3","4","1","3","3","3","3","4","2","N/A","E2023","43.72687441","-79.265289789","323769.245","4842812.63"
"123",1158253,"4154604","2017","2021","1966","PRIVATE","06","York Centre","4190 BATHURST ST","9","80","2021-12-06","77","Evaluation needs to be conducted in 2 years","20","4","5","5","4","4","4","4","3","4","4","3","4","3","3","4","4","4","4","3","4","N0629","43.7485751194","-79.437302788","309833.975","4845180.913"
"124",1158254,"4154607","2017","2021","1983","SOCIAL HOUSING","06","York Centre","4266 BATHURST ST","9","130","2021-12-06","86","Evaluation needs to be conducted in 3 years","20","4","5","5","4","4","4","4","5","4","5","3","5","5","4","4","5","4","4","3","5","N0629","43.7518743453","-79.438030916","309775.071","4845547.394"
"125",1158255,"4154609","2017","2021","1969","PRIVATE","06","York Centre","4350 BATHURST ST","6","35","2021-12-06","91","Evaluation needs to be conducted in 3 years","19","4","4","5","4","5","5","5","5","4","5","4","5","5","4","4","5","4","5","4","N/A","N0629","43.754107511","-79.438517766","309735.42","4845796.416"
"126",1158256,"4154693","2017","2021","1960","PRIVATE","06","York Centre","4383 BATHURST ST","13","142","2021-12-06","79","Evaluation needs to be conducted in 2 years","19","4","4","5","4","4","4","4","3","4","4","4","4","5","4","4","3","4","3","4","N/A","N0630","43.754461481","-79.437277956","309835.23","4845835.814"
"127",1158257,"4154697","2017","2021","1962","PRIVATE","06","York Centre","4415 BATHURST ST","14","167","2021-12-06","81","Evaluation needs to be conducted in 2 years","19","5","4","5","4","4","4","4","4","3","4","4","4","5","4","4","4","4","4","3","N/A","N0624","43.7567677733","-79.4380041027","309776.827","4846091.036"
"128",1158258,"4154653","2017","2021","1965","PRIVATE","06","York Centre","4750 BATHURST ST","3","64","2021-12-06","78","Evaluation needs to be conducted in 2 years","18","4","4","5","4","4","4","N/A","3","4","3","3","4","5","4","4","5","3","4","3","N/A","N0624","43.767931941","-79.4420072756","309453.606","4847331.095"
"129",1158259,"4153072","2017","2021","1930","PRIVATE","04","Parkdale-High Park","469 RONCESVALLES AVE","4","15","2021-12-05","77","Evaluation needs to be conducted in 2 years","14","3","4","4","4","N/A","3","N/A","3","N/A","N/A","4","4","5","4","4","3","4","5","N/A","N/A","S0433","43.6531287802","-79.4513327974","308710.143","4834576.586"
"130",1158260,"4153026","2017","2021","1917","PRIVATE","04","Parkdale-High Park","189 DOWLING AVE","4","10","2021-12-05","57","Evaluation needs to be conducted in 1 year","14","3","3","3","3","N/A","2","N/A","3","N/A","N/A","3","3","3","2","3","3","N/A","3","3","N/A","S0436","43.6396109365","-79.4394716965","309667.989","4833097.526"
"131",1158261,"4155952","2017","2021","1969","PRIVATE","13","Toronto Centre","280 WELLESLEY ST E","32","571","2021-12-03","81","Evaluation needs to be conducted in 2 years","18","5","5","5","3","4","4","3","4","5","N/A","3","4","5","4","3","4","4","4","4","N/A","S1323","43.6684263291","-79.3704468759","315261.028","4836267.257"
"132",1158262,"4155301","2017","2021","1957","PRIVATE","03","Etobicoke-Lakeshore","1276 ISLINGTON AVE","13","202","2021-12-03","82","Evaluation needs to be conducted in 2 years","19","5","5","5","3","3","4","4","5","4","3","5","5","5","3","5","4","4","3","3","N/A","W0321","43.647785657","-79.5258528138","302698.664","4833982.321"
"133",1158263,"4154103","2017","2021","1950","PRIVATE","14","Toronto-Danforth","120 COSBURN AVE","6","57","2021-12-03","86","Evaluation needs to be conducted in 3 years","17","4","5","5","4","4","4","N/A","4","4","N/A","4","4","5","4","4","5","5","4","4","N/A","S1422","43.6898605522","-79.3481479034","317026.043","4838667.263"
"134",1158264,"4154115","2017","2021","1960","PRIVATE","14","Toronto-Danforth","101 COSBURN AVE","10","73","2021-12-03","92","Evaluation needs to be conducted in 3 years","18","5","5","5","4","5","5","4","4","5","N/A","4","5","5","4","5","5","4","5","4","N/A","S1421","43.6889519222","-79.3496273223","316906.969","4838566.104"
"135",1158265,"4155405","2017","2021","1992","SOCIAL HOUSING","02","Etobicoke Centre","1540 KIPLING AVE","8","128","2021-12-03","92","Evaluation needs to be conducted in 3 years","18","4","5","5","4","5","5","5","4","5","N/A","4","5","5","4","5","5","N/A","4","4","5","W0221","43.6804703998","-79.5529581707","300514.566","4837614.397"
